Taxpayer Id,Taxpayer Name,Location Name,Address,City,State,Zip,Zip+4,County,Location Number,Permit Type,Permit Number,Permit Status,Permit Begin Date,Permit End Date
32072389995,U N H ENTERPRISES LLC,U N H SMOKE & VAPE,6263 HIGHWAY 6 S,HOUSTON,TX,77083,1501.0,HARRIS,3,E-CIG RETAILER,,INACTIVE,10/10/2022,
32080649653,AIM DISTRIBUTORS LLC,VAPE VALLEY,11315 KATY FWY,HOUSTON,TX,77079,2014.0,HARRIS,2,E-CIG RETAILER,22007684.0,ACTIVE,05/20/2022,
32080649653,AIM DISTRIBUTORS LLC,VAPE VALLEY,4240 HIGHWAY 6 N STE D,HOUSTON,TX,77084,3472.0,HARRIS,3,E-CIG RETAILER,23000481.0,ACTIVE,02/01/2023,
32080695755,IDELSI VEDEY CABRERA,VAPE & STUFF SMOKE SHOP,10101 HARWIN DR STE 326,HOUSTON,TX,77036,1691.0,HARRIS,1,E-CIG RETAILER,22001927.0,INACTIVE,02/20/2022,06/30/2023
32081140934,EXOTIC VAPES LLC,EXOTIC VAPES LLC,4901 WASHINGTON AVE,HOUSTON,TX,77007,5305.0,HARRIS,2,E-CIG RETAILER,21015318.0,ACTIVE,01/01/2022,
32081335690,OPPORTUNE BUSINESS LLC,IMPERIAL SMOKE N VAPE,6630 FM 2100 RD STE D,CROSBY,TX,77532,5664.0,HARRIS,1,E-CIG RETAILER,22003413.0,INACTIVE,02/02/2022,06/01/2022
32083599483,EUPHORIA TEXAS ENTERPRISE LLC,EUPHORIA SMOKE & VAPE,1718 WESTHEIMER RD,HOUSTON,TX,77098,1623.0,HARRIS,1,E-CIG RETAILER,22007374.0,ACTIVE,05/15/2022,
32084981789,"SHAHBAZ QALANDAR ENTERPRISES, LLC",ATOMIC VAPE SMOKE AND CELLULAR,13924 WESTHEIMER RD,HOUSTON,TX,77077,5359.0,HARRIS,1,E-CIG RETAILER,22010103.0,INACTIVE,07/01/2022,06/30/2023
32087604370,CROWN GROVE INVESTMENTS LLC,365 SMOKE AND VAPE #6,2120 S WAYSIDE DR STE J,HOUSTON,TX,77023,3900.0,HARRIS,6,E-CIG RETAILER,23007103.0,ACTIVE,09/09/2023,
32089196821,VAPE BOSS LLC,VAPE BOSS,9660 FALLBROOK DR STE D,HOUSTON,TX,77064,3511.0,HARRIS,1,E-CIG RETAILER,23003330.0,INACTIVE,05/15/2023,05/15/2023
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 65,1570 S DAIRY ASHFORD RD,HOUSTON,TX,77077,3855.0,HARRIS,76,E-CIG RETAILER,21010104.0,ACTIVE,01/01/2022,
14638339110,CADEN AUSTIN AND RYAN AUSTIN,VAPE TEXAS,230 CYPRESSWOOD DR STE F,SPRING,TX,77388,6042.0,HARRIS,2,E-CIG RETAILER,21011288.0,INACTIVE,01/01/2022,06/27/2022
14638339110,CADEN AUSTIN AND RYAN AUSTIN,VAPE TEXAS HUMBLE,7815 FM 1960 BYPASS RD W,HUMBLE,TX,77338,4095.0,HARRIS,3,E-CIG RETAILER,21011286.0,INACTIVE,01/01/2022,08/31/2023
32007115697,MARIA REYES,EAST SIDE SMOKE & VAPE SHOP,1226 SHELDON RD,CHANNELVIEW,TX,77530,3528.0,HARRIS,3,E-CIG RETAILER,22011713.0,ACTIVE,09/08/2022,
32007115697,MARIA REYES,SOUTH SIDE SMOKE & VAPE SHOP,1627A RICHEY ST,PASADENA,TX,77502,1847.0,HARRIS,4,E-CIG RETAILER,22011714.0,INACTIVE,09/08/2022,09/10/2022
32032671565,IMRAN SAYEED,TX SMOKE N VAPE,1607 PASADENA BLVD,PASADENA,TX,77502,2403.0,HARRIS,1,E-CIG RETAILER,21010747.0,ACTIVE,01/01/2022,
32041022438,AKB INC,AB SMOKE AND VAPES,14672 WALLISVILLE RD,HOUSTON,TX,77049,4436.0,HARRIS,4,E-CIG RETAILER,22000131.0,ACTIVE,01/01/2022,
32051102492,FABIAN ELIZONDO,ASTRO VAPE-SMOKE SHOP,12260 GULF FWY STE A3,HOUSTON,TX,77034,4437.0,HARRIS,6,E-CIG RETAILER,23005892.0,ACTIVE,07/28/2023,
32051703802,"VAPE ON, LLC.",IMPERIAL VAPOR CO. #3,27200 HIGHWAY 290 STE 100,CYPRESS,TX,77433,5491.0,HARRIS,3,E-CIG RETAILER,21012088.0,ACTIVE,01/01/2022,
32051767286,AMERICAN BRAND DEVELOPMENT SPECIALIST INC,THE TOBACCO AND VAPE SHOP,10800 SPRING CYPRESS RD UNIT 300A,TOMBALL,TX,77375,8600.0,HARRIS,4,E-CIG RETAILER,21004399.0,ACTIVE,01/01/2022,
32052836569,"FOREVER VAPES, LLC",FOREVER VAPES #2,4711 LOUETTA RD STE 104,SPRING,TX,77388,4352.0,HARRIS,3,E-CIG RETAILER,21007602.0,ACTIVE,01/01/2022,
32052836569,"FOREVER VAPES, LLC",FOREVER VAPES #3,9191 WEST RD STE F,HOUSTON,TX,77064,8657.0,HARRIS,4,E-CIG RETAILER,21007603.0,INACTIVE,01/01/2022,09/15/2023
32054227775,"PDK SMOKE N VAPE, LLC",SMOKE N VAPE,3616 N FRY RD STE 130,KATY,TX,77449,8668.0,HARRIS,1,E-CIG RETAILER,21006676.0,ACTIVE,01/01/2022,
32054990513,"ATOMIC VAPE, LLC","ATOMIC VAPE, LLC",13924 WESTHEIMER RD,HOUSTON,TX,77077,5359.0,HARRIS,1,E-CIG RETAILER,22001408.0,INACTIVE,01/15/2022,06/08/2022
32056902250,GROW ROOM INC.,H TOWN VAPE,1020 CYPRESS CREEK PKWY STE 4,HOUSTON,TX,77090,2509.0,HARRIS,1,E-CIG RETAILER,21004811.0,INACTIVE,01/01/2022,
32057393822,"ZEPHYROS VAPING, INC.","ZEPHYROS VAPING, INC.",8350 WESTHEIMER RD STE 3,HOUSTON,TX,77063,2718.0,HARRIS,2,E-CIG RETAILER,22005985.0,ACTIVE,04/03/2022,
32057554365,HALA GLOBAL INC,JACK SMOKE AND VAPE,9620 LONG POINT RD STE 300,HOUSTON,TX,77055,4256.0,HARRIS,6,E-CIG RETAILER,21012825.0,ACTIVE,01/28/2022,
32057554365,HALA GLOBAL INC,JACK SMOKE AND VAPE 2,1900 S KIRKWOOD RD STE 1826,HOUSTON,TX,77077,6264.0,HARRIS,7,E-CIG RETAILER,22002516.0,ACTIVE,01/28/2022,
32057554365,HALA GLOBAL INC,JACK SMOKE AND VAPE 3,19380 INTERSTATE 45 STE 120,SPRING,TX,77373,5309.0,HARRIS,8,E-CIG RETAILER,22014257.0,ACTIVE,10/27/2022,
32057645163,"VIDA CHUECA, LLC",VC SMOKE AND VAPE SHOP,11929 EAST FWY STE C,HOUSTON,TX,77029,2026.0,HARRIS,3,E-CIG RETAILER,23005318.0,ACTIVE,09/10/2022,
32058228464,"DSN INVESTMENTS, LLC",VAPE COUNCIL,9025 N SAM HOUSTON PKWY E STE 200,HUMBLE,TX,77396,4744.0,HARRIS,3,E-CIG RETAILER,22002797.0,INACTIVE,01/01/2022,04/14/2023
32060609594,APNA BRANDS LIMITED LIABILITY COMPANY,STILL SMOKIN SMOKE SHOP & VAPE BAR,21930 PROVINCIAL BLVD,KATY,TX,77450,1744.0,HARRIS,2,E-CIG RETAILER,22001509.0,ACTIVE,01/15/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY,12804 EAST FWY STE 200,HOUSTON,TX,77015,5708.0,HARRIS,3,E-CIG RETAILER,21010043.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 2,5165 GARTH RD STE 600,BAYTOWN,TX,77521,5551.0,HARRIS,4,E-CIG RETAILER,21010044.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 3,3811 CENTER ST STE E,DEER PARK,TX,77536,6667.0,HARRIS,5,E-CIG RETAILER,21010045.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 5,24419 KUYKENDAHL RD,TOMBALL,TX,77375,3360.0,HARRIS,9,E-CIG RETAILER,21010048.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 6,1420 S MASON RD STE 160,KATY,TX,77450,4581.0,HARRIS,10,E-CIG RETAILER,21010049.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 7,1618 SPENCER HWY STE B2,SOUTH HOUSTON,TX,77587,3778.0,HARRIS,12,E-CIG RETAILER,21010050.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 16,10501 PEARLAND PKWY,HOUSTON,TX,77089,2682.0,HARRIS,21,E-CIG RETAILER,21010057.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 21,12121 NORTHWEST FWY,HOUSTON,TX,77092,4910.0,HARRIS,25,E-CIG RETAILER,21010061.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 22,3112 SPENCER HWY,PASADENA,TX,77504,1102.0,HARRIS,27,E-CIG RETAILER,21010062.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 24,5950 GULF FWY STE 100,HOUSTON,TX,77023,5428.0,HARRIS,29,E-CIG RETAILER,21010064.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 31,4603 HIGHWAY 6 N,HOUSTON,TX,77084,2821.0,HARRIS,39,E-CIG RETAILER,21010069.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 32,20303 FM 529 RD,CYPRESS,TX,77433,7220.0,HARRIS,40,E-CIG RETAILER,21010070.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 34,2219 N ALEXANDER DR,BAYTOWN,TX,77520,3433.0,HARRIS,44,E-CIG RETAILER,21010074.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE DISPOSABLE USA,13201 NORTHWEST FWY STE 101,HOUSTON,TX,77040,6012.0,HARRIS,47,E-CIG RETAILER,21010077.0,INACTIVE,01/01/2022,12/31/2021
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 50,11321 CYPRESS NORTH HOUSTON RD,CYPRESS,TX,77429,4710.0,HARRIS,61,E-CIG RETAILER,21010089.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 52,10255 NORTH FWY STE E,HOUSTON,TX,77037,1257.0,HARRIS,64,E-CIG RETAILER,21010092.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 63,15115 MEMORIAL DR STE B1,HOUSTON,TX,77079,4325.0,HARRIS,75,E-CIG RETAILER,21010103.0,ACTIVE,01/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 92,10222 GULF FWY,HOUSTON,TX,77034,2097.0,HARRIS,78,E-CIG RETAILER,22002894.0,ACTIVE,01/21/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 70,6065 FAIRMONT PKWY STE 100,PASADENA,TX,77505,4039.0,HARRIS,82,E-CIG RETAILER,22002898.0,ACTIVE,01/21/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 91,2709 CHIMNEY ROCK RD,HOUSTON,TX,77056,4035.0,HARRIS,91,E-CIG RETAILER,22013004.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 95,4919 N MAIN ST STE 100,BAYTOWN,TX,77521,2336.0,HARRIS,95,E-CIG RETAILER,22013006.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 96,5420 CHIMNEY ROCK RD,HOUSTON,TX,77081,2014.0,HARRIS,96,E-CIG RETAILER,22013001.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 106,5950 FM 1960 RD W STE A,HOUSTON,TX,77069,4111.0,HARRIS,106,E-CIG RETAILER,22013021.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 109,4837 FAIRMONT PKWY,PASADENA,TX,77505,3721.0,HARRIS,109,E-CIG RETAILER,22013002.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 111,6121 HILLCROFT ST STE U4,HOUSTON,TX,77081,1008.0,HARRIS,111,E-CIG RETAILER,22013022.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 113,11030 BISSONNET ST STE B,HOUSTON,TX,77099,1711.0,HARRIS,113,E-CIG RETAILER,22013015.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 114,1544 WESTHEIMER RD,HOUSTON,TX,77006,3767.0,HARRIS,114,E-CIG RETAILER,22013009.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 115,14430 FM 2100 RD STE C,CROSBY,TX,77532,1295.0,HARRIS,115,E-CIG RETAILER,22013016.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 116,1502 SHAVER ST STE 125,PASADENA,TX,77502,2024.0,HARRIS,116,E-CIG RETAILER,22013010.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 117,3527 SHAVER ST STE 104,PASADENA,TX,77504,1307.0,HARRIS,117,E-CIG RETAILER,22012997.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 125,7201 LAWNDALE ST,HOUSTON,TX,77012,2917.0,HARRIS,122,E-CIG RETAILER,22013000.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 124,10811 VETERANS MEMORIAL DR,HOUSTON,TX,77067,3841.0,HARRIS,123,E-CIG RETAILER,22013023.0,ACTIVE,11/01/2022,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 131,11740 STATE HIGHWAY 249,HOUSTON,TX,77086,4132.0,HARRIS,132,E-CIG RETAILER,23001328.0,ACTIVE,02/11/2023,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY,12804 EAST FWY STE 200,HOUSTON,TX,77015,5708.0,HARRIS,133,E-CIG RETAILER,23001320.0,ACTIVE,02/11/2023,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 137,3316 FONDREN RD,HOUSTON,TX,77063,5623.0,HARRIS,140,E-CIG RETAILER,23001387.0,ACTIVE,02/11/2023,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 140,7064 WILL CLAYTON PKWY STE A,HUMBLE,TX,77338,8168.0,HARRIS,143,E-CIG RETAILER,23006035.0,ACTIVE,08/02/2023,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 145,608 W MOUNT HOUSTON RD STE 400,HOUSTON,TX,77037,1557.0,HARRIS,149,E-CIG RETAILER,23006038.0,ACTIVE,08/02/2023,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 146,14095 NORTHWEST FWY STE E,HOUSTON,TX,77040,5133.0,HARRIS,150,E-CIG RETAILER,23006028.0,ACTIVE,08/02/2023,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY #147,14884 WESTHEIMER RD # B,HOUSTON,TX,77082,1606.0,HARRIS,152,E-CIG RETAILER,23006029.0,ACTIVE,08/02/2023,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 158,8420 S SAM HOUSTON PKWY W,HOUSTON,TX,77085,2287.0,HARRIS,158,E-CIG RETAILER,23006032.0,ACTIVE,08/02/2023,
32060957407,S&S WIRELESS ZONE INC,VAPE CITY 169,6421 BINGLE RD,HOUSTON,TX,77092,1323.0,HARRIS,170,E-CIG RETAILER,23008068.0,ACTIVE,10/05/2023,
32061523760,"VINAYAKAY ENTERPRISES, INC.",HIGHER GROUND SMOKE N VAPE,16143 N ELDRIDGE PKWY STE 4,TOMBALL,TX,77377,9099.0,HARRIS,2,E-CIG RETAILER,21006768.0,ACTIVE,01/01/2022,
32063979879,I-VAPE INC,I-VAPE,12315 FM 1960 STE D,HUFFMAN,TX,77336,2450.0,HARRIS,1,E-CIG RETAILER,22006796.0,INACTIVE,04/23/2022,09/29/2023
32064291514,VAPE MILITIA KATY LLC,VAPENOUT KATY,916 S MASON RD STE 200,KATY,TX,77450,3943.0,HARRIS,1,E-CIG RETAILER,22002621.0,ACTIVE,01/31/2022,
32064307500,"ROHAIL BUSINESS, INC.",SMOKE N VAPE,12620 WOODFOREST BLVD STE 450,HOUSTON,TX,77015,3660.0,HARRIS,2,E-CIG RETAILER,21006795.0,ACTIVE,01/01/2022,
32064743506,"KHADIJA & DELWARA, LLC",BAHAMA MAMA CBD VAPE AND SMOKE,708 W MAIN ST,TOMBALL,TX,77375,5540.0,HARRIS,1,E-CIG RETAILER,21004864.0,ACTIVE,01/01/2022,
32064854964,"POWER MART ENTERPRISES, LLC",EXCITE SMOKE VAPE,15002 ELLA BLVD STE 22,HOUSTON,TX,77090,5622.0,HARRIS,1,E-CIG RETAILER,,INACTIVE,05/28/2022,
32065117338,YBS INVEST LLC,VAPE & MORE,9901 SPENCER HWY STE G,LA PORTE,TX,77571,4069.0,HARRIS,1,E-CIG RETAILER,21007425.0,ACTIVE,01/01/2022,
32065117338,YBS INVEST LLC,VAPE & MORE,4134 CENTER ST,DEER PARK,TX,77536,6112.0,HARRIS,3,E-CIG RETAILER,21007426.0,ACTIVE,01/01/2022,
32065190269,"ZN INVESTMENTS, LLC",VAPE PLUS CBD,12218 JONES RD STE I,HOUSTON,TX,77070,5268.0,HARRIS,1,E-CIG RETAILER,22001714.0,ACTIVE,01/18/2022,
32066809891,"SURF & MOODY, LLC",VAPE BUDDY,126 HEIGHTS BLVD STE 112B,HOUSTON,TX,77007,3775.0,HARRIS,1,E-CIG RETAILER,21006241.0,ACTIVE,01/01/2022,
32067184674,"MINERVA BUSINESS, L.L.C.",HARD ROCK SMOKE & VAPE,11911 BARKER CYPRESS RD STE B,CYPRESS,TX,77433,1805.0,HARRIS,1,E-CIG RETAILER,22001904.0,ACTIVE,01/21/2022,
