Taxpayer Id,Taxpayer Name,Location Name,Address,City,State,Zip,Zip+4,County,Location Number,Permit Type,Permit Number,Permit Status,Permit Begin Date,Permit End Date
32071133139,M&N LLC,VAPE LIFE,5626 MAPLE AVE STE 150,DALLAS,TX,75235,7420.0,DALLAS,1,E-CIG RETAILER,22005594.0,ACTIVE,03/20/2022,
32071133139,M&N LLC,VAPE LIFE,3012 INWOOD RD STE E,DALLAS,TX,75235,7520.0,DALLAS,2,E-CIG RETAILER,22011733.0,ACTIVE,09/22/2022,
32071924321,VAPE CRAFT LLC,VAPE CRAFT,4509 LEMMON AVE STE 100,DALLAS,TX,75219,2145.0,DALLAS,1,E-CIG RETAILER,21005548.0,INACTIVE,01/01/2022,02/28/2023
32072055174,TTA INTERNATIONAL LLC,TOBACCO & VAPE WORLD,2506 S BUCKNER BLVD STE 104,DALLAS,TX,75227,8548.0,DALLAS,1,E-CIG RETAILER,22011903.0,ACTIVE,11/01/2022,
32073700299,ROYAL REGAL LLC,HYDRA SMOKE AND VAPE,1918 E MILLER RD STE 102,GARLAND,TX,75041,2100.0,DALLAS,2,E-CIG RETAILER,23001932.0,ACTIVE,03/04/2023,
32073898507,TRINH VENTURES LLC,DRAGON VAPE,4024 W CAMP WISDOM RD,DALLAS,TX,75237,2423.0,DALLAS,1,E-CIG RETAILER,22004616.0,ACTIVE,03/07/2022,
32074616973,SRIOM HARI INC,DESOTO SMOKE & VAPE,901 N POLK ST,DESOTO,TX,75115,4013.0,DALLAS,1,E-CIG RETAILER,21009615.0,ACTIVE,01/01/2022,
32074731673,5 STAR KAM COMPANY,SAM'S TOBACCO & VAPE,2101 LAKEVIEW PKWY,ROWLETT,TX,75088,3310.0,DALLAS,2,E-CIG RETAILER,21008684.0,INACTIVE,01/01/2022,10/31/2023
32075078744,AVI SURYA LLC,LOVE N PEACE SMOKE VAPE SHOP,15080 E BELTWOOD PKWY # 104B,ADDISON,TX,75001,3729.0,DALLAS,1,E-CIG RETAILER,21014356.0,ACTIVE,01/01/2022,
32075909385,JOSEY FIRST CORP,TOBACCO N VAPE,13920 JOSEY LN STE 110,FARMERS BRANCH,TX,75234,3500.0,DALLAS,2,E-CIG RETAILER,21009636.0,ACTIVE,01/01/2022,
32075990104,SRI MANAKAMANA INC,SMOKE AND VAPE,1101 N CARRIER PKWY # 115,GRAND PRAIRIE,TX,75050,3382.0,DALLAS,1,E-CIG RETAILER,21009638.0,INACTIVE,01/01/2022,01/31/2023
32075990104,SRI MANAKAMANA INC,KUSH CIGAR SMOKE VAPE,3510 ROSS AVE STE 101,DALLAS,TX,75204,5418.0,DALLAS,5,E-CIG RETAILER,22010452.0,ACTIVE,07/07/2022,
32076258857,ELITE P&P ENTERPRISES LLC,VAPE PLUS #2,2501 N JOSEY LN STE 118,CARROLLTON,TX,75006,1600.0,DALLAS,2,E-CIG RETAILER,23003643.0,ACTIVE,05/15/2023,
32076522617,BENI BUSINESS LLC,NOVELTY VAPE & MORE,11728 FERGUSON RD,DALLAS,TX,75228,8202.0,DALLAS,2,E-CIG RETAILER,23002887.0,ACTIVE,04/15/2023,
32076620890,SRI SHISHIRJI INC,CHILL ZONE TOBACCO & VAPE,3115 S 1ST ST STE 300,GARLAND,TX,75041,3424.0,DALLAS,1,E-CIG RETAILER,21013026.0,ACTIVE,01/01/2022,
32076839151,SMOKE CENTRAL LLC,TOP TIER SMOKE & VAPE,1600 N PLANO RD STE 2400,RICHARDSON,TX,75081,1998.0,DALLAS,1,E-CIG RETAILER,22011666.0,ACTIVE,09/10/2022,
32077142142,VAPE DZ 5 LLC,VAPE DZ 5 LLC,1424 N BELT LINE RD STE 130,IRVING,TX,75061,1502.0,DALLAS,1,E-CIG RETAILER,21007003.0,ACTIVE,01/01/2022,
32077346735,NMA OPERATING LLC,VAPE N MORE,3110 SATURN RD STE 117,GARLAND,TX,75041,4316.0,DALLAS,1,E-CIG RETAILER,21005492.0,ACTIVE,01/01/2022,
32077670159,WOSV OAK LAWN LLC,WORLD OF SMOKE & VAPE,2916 OAK LAWN AVE,DALLAS,TX,75219,4131.0,DALLAS,1,E-CIG RETAILER,22000335.0,ACTIVE,01/01/2022,
32077787979,MOHAMMED ABDUL ALMANSORI,SMOKE AND VAPE CENTRAL,1600 N PLANO RD STE 1200A,RICHARDSON,TX,75081,1978.0,DALLAS,1,E-CIG RETAILER,21009140.0,INACTIVE,01/01/2022,09/30/2022
32077850298,EXCELLENCE ENTERPRISES LLC,VAPE SQUARE 3,2063 TOWN EAST MALL UNIT 6514,MESQUITE,TX,75150,4118.0,DALLAS,8,E-CIG RETAILER,22009578.0,INACTIVE,06/15/2022,01/31/2023
32077917980,CADABILLS LLC,MEDDLE VAPES,8251 N BELT LINE RD STE 150,IRVING,TX,75063,6055.0,DALLAS,1,E-CIG RETAILER,22001918.0,ACTIVE,01/21/2022,
32077924911,"M & S VAPE, LLC.",ROYAL SMOKE,702 MACARTHUR BLVD STE 200,GRAND PRAIRIE,TX,75050,4443.0,DALLAS,2,E-CIG RETAILER,22006830.0,INACTIVE,05/04/2022,10/31/2022
32077924911,"M & S VAPE, LLC.",M & M SMOKE SHOP,834 FORT WORTH ST,GRAND PRAIRIE,TX,75050,5566.0,DALLAS,3,E-CIG RETAILER,22006831.0,INACTIVE,05/01/2022,10/31/2022
32078048868,CENTERPIECE VAPE SHOP LLC,CENTERPIECE VAPE SHOP LLC,2000 N PLANO RD STE 113A,RICHARDSON,TX,75082,4402.0,DALLAS,1,E-CIG RETAILER,21013339.0,ACTIVE,01/01/2022,
32078475004,D & D UNITED LLC,SAVAGE VAPES,2150 N JOSEY LN STE 118,CARROLLTON,TX,75006,2955.0,DALLAS,1,E-CIG RETAILER,22004673.0,ACTIVE,02/24/2022,
32078617316,5D CARROLLTON LLC,JE VAPE AND MORE,1955 E BELT LINE RD,CARROLLTON,TX,75006,5844.0,DALLAS,1,E-CIG RETAILER,22001303.0,INACTIVE,01/10/2022,12/31/2022
32078846675,VAPE PLUS LLC,VAPE+,5100 BELT LINE RD STE 406,DALLAS,TX,75254,7068.0,DALLAS,1,E-CIG RETAILER,21004523.0,INACTIVE,01/01/2022,
32078909739,JE IMPORTS LLC,JE VAPE WAREHOUSE,11528 HARRY HINES BLVD STE 214B,DALLAS,TX,75229,8130.0,DALLAS,1,E-CIG RETAILER,22012439.0,ACTIVE,10/05/2022,
32079360304,AHP BUSINESS LLC,VAPE AND CELL,1501 W MILLER RD STE 160,GARLAND,TX,75041,1519.0,DALLAS,1,E-CIG RETAILER,21004972.0,ACTIVE,01/01/2022,
32079562305,BEST SMOKE & VAPES LLC,BEST SMOKE & VAPES LLC,11536 HARRY HINES BLVD STE 204,DALLAS,TX,75229,8121.0,DALLAS,1,E-CIG RETAILER,21010576.0,INACTIVE,01/01/2022,05/31/2022
32079572940,BROADWAY GARLAND INVESTMENT INC,REBEL SMOKE AND VAPE,5249 BROADWAY BLVD,GARLAND,TX,75043,7024.0,DALLAS,1,E-CIG RETAILER,22006124.0,ACTIVE,01/01/2022,
32079803840,GOLD OCEAN LLC,GOLD OCEAN TOBACCO & VAPE,2447 VALWOOD PKWY,FARMERS BRANCH,TX,75234,3411.0,DALLAS,2,E-CIG RETAILER,23001669.0,ACTIVE,03/01/2023,
32080290003,BLANCO VAP LLC,VAPE ZONE,8770 S POLK ST STE 105,DALLAS,TX,75232,5112.0,DALLAS,1,E-CIG RETAILER,22005285.0,ACTIVE,04/01/2022,
32080407474,MARYAM DFW LLC,JUST SMOKE & VAPE,1305 N BLUEGROVE RD STE 102,LANCASTER,TX,75134,2939.0,DALLAS,3,E-CIG RETAILER,22011089.0,ACTIVE,09/01/2022,
32080545166,PT VAPE & CBD LLC,PT VAPE & CBD LLC,2411 N GALLOWAY AVE STE 112,MESQUITE,TX,75150,4811.0,DALLAS,1,E-CIG RETAILER,22005350.0,ACTIVE,03/18/2022,
32080567863,B&K BROTHERS LLC,VAPE & BEYOND,3737 IRVING MAILL,IRVING,TX,75062,,DALLAS,2,E-CIG RETAILER,22005314.0,ACTIVE,03/15/2022,
32080701686,"TEXAS SMOKE AND VAPES, INC","TEXAS SMOKE AND VAPES, INC",4475 ADLER DR STE 104,DALLAS,TX,75211,1413.0,DALLAS,1,E-CIG RETAILER,21005890.0,ACTIVE,01/01/2022,
32081087051,FUNKY MONKEY SMOKE SHOP LLC,FUNKY MONKEY SMOKE & VAPE,2523 FOREST LN,GARLAND,TX,75042,6506.0,DALLAS,2,E-CIG RETAILER,23002792.0,ACTIVE,04/01/2023,
32081140934,EXOTIC VAPES LLC,EXOTIC VAPES,505 N GOOD LATIMER EXPY,DALLAS,TX,75204,,DALLAS,1,E-CIG RETAILER,21015317.0,ACTIVE,01/01/2022,
32081140934,EXOTIC VAPES LLC,EXOTIC VAPES LLC,2511 SWISS AVE UNIT 160,DALLAS,TX,75204,5853.0,DALLAS,4,E-CIG RETAILER,22006469.0,INACTIVE,04/28/2022,04/30/2023
32081140934,EXOTIC VAPES LLC,EXOTIC VAPES LLC,2625 FLOYD ST,DALLAS,TX,75204,5809.0,DALLAS,5,E-CIG RETAILER,22006472.0,ACTIVE,04/28/2022,
32081140934,EXOTIC VAPES LLC,EXOTIC VAPES LLC,1707 BOTHAM JEAN BLVD,DALLAS,TX,75215,1942.0,DALLAS,6,E-CIG RETAILER,22006470.0,INACTIVE,04/28/2022,05/31/2022
32081140934,EXOTIC VAPES LLC,EXOTIC VAPES LLC,3808 TOWNE CROSSING BLVD,MESQUITE,TX,75150,6124.0,DALLAS,8,E-CIG RETAILER,22006471.0,ACTIVE,04/28/2022,
32081140934,EXOTIC VAPES LLC,EXOTIC VAPES,2516 FLORENCE ST,DALLAS,TX,75204,5847.0,DALLAS,10,E-CIG RETAILER,22012458.0,ACTIVE,08/16/2022,
32081140934,EXOTIC VAPES LLC,EXOTIC VAPES,2817 GREENVILLE AVE,DALLAS,TX,75206,6238.0,DALLAS,14,E-CIG RETAILER,23004127.0,INACTIVE,05/20/2023,05/20/2023
32081384599,FRIENDS CAPITAL GROUP INC,NOVELTY VAPE & MORE,11728 FERGUSON RD,DALLAS,TX,75228,8202.0,DALLAS,1,E-CIG RETAILER,21007258.0,INACTIVE,01/01/2022,12/05/2022
32081710223,RYAN HENRY,2 DAY VAPE,3401 GARDEN BROOK DR,FARMERS BRANCH,TX,75234,2435.0,DALLAS,1,E-CIG RETAILER,,INACTIVE,02/15/2022,
32082124879,YR GROUP LLC,CLOUD VAPE & SMOKE,3701 W NORTHWEST HWY STE 280,DALLAS,TX,75220,4992.0,DALLAS,1,E-CIG RETAILER,23001123.0,ACTIVE,02/15/2023,
32082370795,"DALGG GROUP, LLC",GREEN GORILLA SMOKE & VAPE SHOP,513 W JEFFERSON ST STE 200,GRAND PRAIRIE,TX,75051,1642.0,DALLAS,1,E-CIG RETAILER,23001671.0,ACTIVE,03/01/2023,
32082493985,PM JODI LLC,PM SMOKE AND VAPE SHOP,2376 LAVON DR STE 132,GARLAND,TX,75040,9001.0,DALLAS,1,E-CIG RETAILER,22002880.0,ACTIVE,01/22/2022,
32082527477,ASA LABS LLC,DTX VAPE SUPPLY,11250 HARRY HINES BLVD STE 201,DALLAS,TX,75229,5626.0,DALLAS,1,E-CIG RETAILER,22010229.0,ACTIVE,08/01/2022,
32082808794,"K M MEZA GROUP, INC",FOUR LOCOS SMOKE & VAPE,1500 N STORY RD STE 606,IRVING,TX,75061,1926.0,DALLAS,1,E-CIG RETAILER,22003250.0,ACTIVE,02/01/2022,
32083150634,WHOLESALE GURU INC,MK VAPE WHOLESALE,11633 HARRY HINES BLVD STE 104,DALLAS,TX,75229,2290.0,DALLAS,1,E-CIG RETAILER,22006695.0,ACTIVE,05/01/2022,
32083346356,RAJ TEXAS INVESTMENT INC,FOUR LOCO SMOKE AND VAPE,2902 S BUCKNER BLVD STE 285,DALLAS,TX,75227,6981.0,DALLAS,1,E-CIG RETAILER,22005922.0,ACTIVE,05/01/2022,
32083428006,"EXOTIC SMOKE & VAPE, LLC","EXOTIC SMOKE & VAPE, LLC",1350 NORTHWEST HWY STE 119,GARLAND,TX,75041,5844.0,DALLAS,1,E-CIG RETAILER,22007039.0,ACTIVE,05/07/2022,
32083872203,GNS SON'S INC,MIRACLE 2 SMOKE & VAPE STORE,2825 VALLEY VIEW LN STE 303,FARMERS BRANCH,TX,75234,4965.0,DALLAS,2,E-CIG RETAILER,23004524.0,ACTIVE,06/01/2023,
32083884208,SUPREME SMOKE AND VAPE LLC,SUPREME SMOKE AND VAPE LLC,2099 VALLEY VIEW LN STE 110,FARMERS BRANCH,TX,75234,8949.0,DALLAS,1,E-CIG RETAILER,22006803.0,INACTIVE,05/01/2022,05/30/2023
32084355273,NABA SILWAL INC,US FOOD & VAPE,115 N JIM MILLER RD STE 115A,DALLAS,TX,75217,5802.0,DALLAS,1,E-CIG RETAILER,22008916.0,INACTIVE,06/11/2022,11/20/2022
32084819955,JUJU SMOKE & VAPE SHOP LLC,JUJU SMOKE & VAPE SHOP,1054 E BELT LINE RD,RICHARDSON,TX,75081,3703.0,DALLAS,1,E-CIG RETAILER,22010420.0,ACTIVE,08/22/2022,
32085009416,REDKAY INVESTMENT INC,SAM'S VAPE & TOBACCO,1402 NORTHWEST HWY STE 100A,GARLAND,TX,75041,5200.0,DALLAS,1,E-CIG RETAILER,22009692.0,ACTIVE,07/01/2022,
32085740689,VAPE & STUFF LLC,HYPE VAPES,5125 N PRESIDENT GEORGE BUSH HWY STE 200,GARLAND,TX,75040,2756.0,DALLAS,1,E-CIG RETAILER,22012662.0,ACTIVE,10/13/2022,
32085768805,"ALMA ZATRIEH GROUP # 3, INC",EMPIRE SMOKE & VAPE,405 CENTRE ST,DALLAS,TX,75208,6527.0,DALLAS,1,E-CIG RETAILER,22011002.0,ACTIVE,09/01/2022,
32086170654,BELINDA REEVES AND KERRY NATION,THE JOINT CBD SMOKE & VAPE,4353 GANNON LN STE 104A,DALLAS,TX,75237,4200.0,DALLAS,1,E-CIG RETAILER,22012501.0,ACTIVE,10/11/2022,
32086918524,GRIZZLY VAPE LLC,GRIZZLY VAPE,2517 FRANKLIN DR STE F,MESQUITE,TX,75150,6391.0,DALLAS,1,E-CIG RETAILER,23000207.0,ACTIVE,12/15/2022,
32087511658,NUPTSE INVESTMENTS LLC,OG SMOKE AND VAPE,6873 SHADYBROOK LN,DALLAS,TX,75231,6605.0,DALLAS,1,E-CIG RETAILER,23000596.0,ACTIVE,01/24/2023,
32087521186,SKILLMAN VAPORS LLC,QUICK VAPE,6434 SKILLMAN ST,DALLAS,TX,75231,7110.0,DALLAS,1,E-CIG RETAILER,23002201.0,ACTIVE,04/01/2023,
32087801158,"ALMA ZATRIEH GROUP#5, INC",EMPIRE SMOKE & VAPE,2410 DUNCANVILLE RD STE 120,DALLAS,TX,75211,6506.0,DALLAS,1,E-CIG RETAILER,23000241.0,ACTIVE,01/11/2023,
32087868264,AK VAPE AND DISTRIBUTION LLC,AK VAPE AND DISTRIBUTION LLC,8150 WALTON BLVD,IRVING,TX,75063,8040.0,DALLAS,1,E-CIG RETAILER,23000660.0,ACTIVE,01/24/2023,
32088127652,"ALMA ZATRIEH GROUP#6, INC",EMPIRE SMOKE & VAPE,2626 S WESTMORELAND RD STE 600,DALLAS,TX,75211,8900.0,DALLAS,1,E-CIG RETAILER,23001626.0,ACTIVE,03/01/2023,
32088279602,"A I K GROUP 3, LLC",VAPE & SMOKE MART,820 S MACARTHUR BLVD STE 137,IRVING,TX,75063,,DALLAS,1,E-CIG RETAILER,23004991.0,ACTIVE,07/01/2023,
32088299899,VAPOR WHOLESALE DIRECT INC,ADDISON SMOKE & VAPE,4287 BELT LINE RD,ADDISON,TX,75001,4510.0,DALLAS,2,E-CIG RETAILER,23006924.0,ACTIVE,09/01/2023,
32088328979,HIMAL LLC,SENOR VAPE AND SCRATCH OFF CENTER,118 W CENTERVILLE RD STE 200,GARLAND,TX,75041,5157.0,DALLAS,1,E-CIG RETAILER,23001684.0,ACTIVE,02/25/2023,
32088371946,UPTOWN OAKLAWN INVESTMENT INC,UPTOWN SMOKE AND VAPE,3420 OAK LAWN AVE,DALLAS,TX,75219,4214.0,DALLAS,1,E-CIG RETAILER,23001898.0,ACTIVE,04/01/2023,
32088731271,KAME4 LLC,KRAZY4 SMOKE AND VAPE,1475 E BELT LINE RD STE 200,RICHARDSON,TX,75081,4600.0,DALLAS,1,E-CIG RETAILER,23002358.0,ACTIVE,04/15/2023,
32088779577,FARYAL ENTERPRISES LLC,VAPE VIOLET,2908 N MACARTHUR BLVD,IRVING,TX,75062,4447.0,DALLAS,1,E-CIG RETAILER,23005636.0,ACTIVE,08/01/2023,
32089598091,NOUR INVESTMENT LLC,BIG D SMOKE & VAPE SHOP,3940 SAINT FRANCIS AVE STE 103,DALLAS,TX,75228,6163.0,DALLAS,2,E-CIG RETAILER,23005234.0,ACTIVE,07/15/2023,
32090240287,VAPE HABITS LLC,VAPE HABITS,539 W COMMERCE ST # 2700,DALLAS,TX,75208,1953.0,DALLAS,1,E-CIG RETAILER,23006073.0,ACTIVE,08/01/2023,
32090496590,MANS ELECTRONICS & SMOKE LLC,BEST ELECTRONICS SMOKE & VAPE,11536 HARRY HINES BLVD STE 204,DALLAS,TX,75229,8121.0,DALLAS,1,E-CIG RETAILER,23005511.0,ACTIVE,07/08/2023,
32090748347,AYRA VENTURES LLC,VAPE CRAFT,4101 ROSS AVE STE 100,DALLAS,TX,75204,5139.0,DALLAS,1,E-CIG RETAILER,23006455.0,ACTIVE,08/15/2023,
32091107766,HOV-M ENTERPRISE LLC,HOUSE OF VAPES,2030 N BELT LINE RD STE 160,MESQUITE,TX,75150,5816.0,DALLAS,1,E-CIG RETAILER,23007092.0,ACTIVE,09/09/2023,
32091107832,HOV-G ENTERPRISES LLC,HOUSE OF VAPES,1225 BELT LINE RD STE 103,GARLAND,TX,75040,3294.0,DALLAS,1,E-CIG RETAILER,23007093.0,ACTIVE,09/09/2023,
32091118680,OCEAN 11 ENTERPRISES LLC,VAPE X,3609A GREENVILLE AVE,DALLAS,TX,75206,5631.0,DALLAS,1,E-CIG RETAILER,23006743.0,ACTIVE,09/01/2023,
32091189996,BARATO VAPE INC,BARATO VAPE INC,1638 S 1ST ST STE A,GARLAND,TX,75040,8403.0,DALLAS,1,E-CIG RETAILER,23007420.0,ACTIVE,10/01/2023,
32091409691,TRIPPY ENTERPRISE INC,TRIPPY SMOKE AND VAPE,4323 W ILLINOIS AVE UNIT 105,DALLAS,TX,75211,8460.0,DALLAS,1,E-CIG RETAILER,23008862.0,ACTIVE,12/01/2023,
32091490410,NK DISTRIBUTORS LLC,VAPE HOUSE,2740 VALWOOD PKWY STE 110,FARMERS BRANCH,TX,75234,3562.0,DALLAS,2,E-CIG RETAILER,23008562.0,ACTIVE,10/27/2023,
32092451668,"TIGER TOWN TRADING, INC",GOLD OCEAN TOBACCO & VAPE,2447 VALWOOD PKWY,FARMERS BRANCH,TX,75234,3411.0,DALLAS,1,E-CIG RETAILER,23009207.0,ACTIVE,12/01/2023,
14527102975,SMOKER'S SECTION INC.,ONE STOP SMOKE SHOP,318 S CENTRAL EXPY STE 112,RICHARDSON,TX,75080,6300.0,DALLAS,1,E-CIG RETAILER,21006390.0,ACTIVE,01/01/2022,
32017791149,TMD LLC,ROYAL SMOKE AND VAPOR,11461 HARRY HINES BLVD STE 107,DALLAS,TX,75229,2186.0,DALLAS,2,E-CIG RETAILER,22007454.0,ACTIVE,05/17/2022,
32048476744,BUSINESS INVESTORS WORLDWIDE INC,FRIENDS SMOKE AND VAPOR,11447 HARRY HINES BLVD STE 102,DALLAS,TX,75229,2241.0,DALLAS,3,E-CIG RETAILER,23000014.0,ACTIVE,12/29/2022,
32050804015,"GRATER ALLIANCE, INC.",SMOKE & TELL,728 W WALNUT ST,GARLAND,TX,75040,5025.0,DALLAS,2,E-CIG RETAILER,21011292.0,ACTIVE,01/01/2022,
32051929993,"NATIONAL IMPORTS, LLC",SMOKE & VAPOR KING,11252 HARRY HINES BLVD STE 102,DALLAS,TX,75229,4662.0,DALLAS,1,E-CIG RETAILER,21007360.0,ACTIVE,01/01/2022,
32052335711,3D SMOKE SHOP INC,3D SMOKE SHOP #4,9008 GARLAND RD,DALLAS,TX,75218,3919.0,DALLAS,1,E-CIG RETAILER,22000145.0,ACTIVE,01/01/2022,
32054077451,R & G SMOKE LLC,SMOKE N PEACE,2220 MARSH LN STE 104,CARROLLTON,TX,75006,2613.0,DALLAS,1,E-CIG RETAILER,22002432.0,ACTIVE,01/25/2022,
